"position","displayName","route","nflId_def","eps_zone_coverage","zone_covers","accurate_targets","completions_allowed","PB","INT","T","FF","eps_closing","eps_ball_skills","eps_tackling","eps_zone_coverage_no_tackling"
"OLB","Alex Anzalone","HITCH",2558163,-0.377741009351089,33,1,1,0,0,0.5,0,-0.140473468424917,-0.11837639844448,-0.118891142481692,-0.258849866869397
"CB","Mackensie Alexander","HITCH",2555177,-0.378765029760664,27,2,2,0,0,2,0,-0.110045596163145,-0.370774121759906,0.102054688162387,-0.480819717923051
"CB","Avonte Maddox","HITCH",2560795,-0.379704180515419,27,1,1,0,0,1,0,0.164870339541738,-0.581981503096165,0.037406983039008,-0.417111163554427
"CB","Bradley Roby","HITCH",2543505,-0.382434595100334,38,3,3,0,0,3,0,-0.752321643920635,-0.304857428311634,0.674744477131935,-1.05717907223227
"LB","Nate Gerry","HITCH",2558175,-0.386231073986382,13,1,1,0,0,1,0,-0.0487611185494545,-0.05497804021747,-0.282491915219458,-0.103739158766924
"DB","Dean Marlowe","HITCH",2553562,-0.388925015847221,3,1,1,0,0,1,0,-0.451035191811101,0.00554362185279,0.05656655411109,-0.445491569958311
"FS","Tre Boston","HITCH",2543830,-0.395506627585789,32,3,2,1,0,1,0,0.122285021485757,0.106481602774685,-0.624273251846231,0.228766624260442
"CB","Greg Mabin","HITCH",2558971,-0.397002642351804,5,0,0,0,0,0,0,-0.397002642351804,0,0,-0.397002642351804
"ILB","Mark Barron","HITCH",2532789,-0.412733446099868,31,2,2,0,0,4,0,0.296673930304469,-0.181116659804177,-0.52829071660016,0.115557270500292
"CB","Cordrea Tankersley","HITCH",2557931,-0.422532796326561,2,1,1,0,0,0,0,0.122153115853489,-0.039650753264567,-0.505035158915483,0.082502362588922
"CB","Adam Jones","HITCH",2506345,-0.43829643214043,5,1,1,0,0,1,0,-0.165429763285091,-0.213650719168959,-0.0592159496863802,-0.37908048245405
"SS","Da'Norris Searcy","HITCH",2495339,-0.451724808922939,3,1,1,0,0,1,0,-0.148967851856083,-0.27922249867439,-0.0235344583924657,-0.428190350530473
"OLB","Brian Orakpo","HITCH",71423,-0.45926667891822,4,1,1,0,0,0.5,0,0.449778746555032,-0.948237831384385,0.039192405911133,-0.498459084829353
"SS","Derrick Kindred","HITCH",2555540,-0.459989129020948,15,1,1,0,0,0,0,0.00413303242900875,-0.166240973150378,-0.297881188299579,-0.162107940721369
"ILB","Gerald Hodges","HITCH",2539293,-0.461115957766627,16,3,3,0,0,1,0,0.135489349023958,-0.72772589661988,0.131120589829295,-0.592236547595922
"OLB","Sharif Finch","HITCH",2561328,-0.465580955916584,3,1,1,0,0,0,0,-0.0177291618224868,-0.049444666662565,-0.398407127431532,-0.0671738284850518
"CB","Tavierre Thomas","HITCH",2561278,-0.465653331111552,1,1,1,0,0,0,0,-0.0405250201235086,-0.167617688573391,-0.257510622414652,-0.2081427086969
"DB","Kevin Toliver","HITCH",2560901,-0.466026359675014,11,3,3,0,0,0,0,-0.507383146891159,-0.067934424502066,0.109291211718211,-0.575317571393225
"CB","Troy Hill","HITCH",2553536,-0.468755714696991,30,4,4,0,0,2,0,0.0313983009478719,-0.429041295321314,-0.071112720323549,-0.397642994373442
"CB","William Jackson","HITCH",2556367,-0.469110103938884,50,3,3,0,0,0,0,-0.703368076508506,-0.358515352480974,0.592773325050596,-1.06188342898948
"DB","Tarvarius Moore","HITCH",2561117,-0.482988110853933,11,1,1,0,0,1,0,-0.0847172059767112,-0.35238347203722,-0.0458874328400014,-0.437100678013931
"MLB","Anthony Hitchens","HITCH",2543592,-0.486163700943857,45,9,9,0,0,4,0,-0.199239827165213,-0.201061544632504,-0.0858623291461399,-0.400301371797717
"CB","Trae Waynes","HITCH",2552448,-0.506231990415327,28,5,4,1,0,3,0,-0.310456695226906,-0.162161143474154,-0.0336141517142667,-0.47261783870106
"CB","Chris Harris","HITCH",2530510,-0.523023219801375,30,0,0,0,0,1,0,-0.646817381020468,0,0.123794161219093,-0.646817381020468
"ILB","Zach Brown","HITCH",2532804,-0.528839456703362,48,4,3,1,0,2,0,-0.181198940113785,-0.0870056994407173,-0.26063481714886,-0.268204639554502
"CB","Eli Apple","HITCH",2555277,-0.5325224536039,40,6,5,1,0,4,0,0.375156780956062,0.0836423725365432,-0.991321607096505,0.458799153492605
"CB","Kevin King","HITCH",2557996,-0.543404838006358,16,1,1,0,0,1,0,-0.40120137633779,-0.2552110991432,0.113007637474632,-0.65641247548099
"CB","Charvarius Ward","HITCH",2561417,-0.555818075971812,6,3,3,0,0,2,0,0.0335422443023022,-0.361643243860502,-0.227717076413612,-0.3281009995582
"CB","Ryan Smith","HITCH",2555552,-0.570247923966278,31,4,4,0,0,3,0,-0.365891430947224,-0.20257543972139,-0.0017810532976641,-0.568466870668614
"CB","P.J. Williams","HITCH",2552484,-0.581738845667798,56,1,1,0,0,1,0,-0.0685162537932222,-0.028149570624147,-0.485073021250429,-0.0966658244173692
"CB","Dre Kirkpatrick","HITCH",2533060,-0.599739746417284,39,4,3,0,0,1,0,-0.607724686968761,-0.109366908668561,0.117351849220038,-0.717091595637322
"CB","Ronald Darby","HITCH",2552689,-0.608095390718802,37,3,2,0,0,1.5,0,-1.35143052471076,0.732613881917566,0.0107212520743918,-0.618816642793194
"CB","Marshon Lattimore","HITCH",2558061,-0.610336239316308,51,7,7,0,0,3,0,0.519868900212982,-2.72287729321415,1.59267215368486,-2.20300839300117
"CB","Darqueze Dennard","HITCH",2543474,-0.618311399084213,55,7,6,1,0,5,0,2.12802943849925,-2.55386425045381,-0.192476587129653,-0.42583481195456
"CB","Xavier Rhodes","HITCH",2540155,-0.624325114708698,29,5,5,0,0,5,0,-0.82830681982112,0.0108389509849989,0.193142754127423,-0.817467868836121
"ILB","B.J. Goodson","HITCH",2555522,-0.657070227489041,33,7,5,1,0,2.5,0,0.534585337750852,-1.27638503526982,0.0847294700299271,-0.741799697518968
"SS","Matthias Farley","HITCH",2556429,-0.680923062216987,14,2,2,0,0,2,0,0.205131371366338,-0.53408101827765,-0.351973415305675,-0.328949646911312
"SS","Justin Simmons","HITCH",2555550,-0.685357916234439,38,2,2,0,0,1,0,0.347335294595543,-1.09552430830829,0.0628310974783077,-0.748189013712747
"CB","David Amerson","HITCH",2540170,-0.686497685837291,16,4,3,0,0,3,0,0.190097700415341,-1.03110078729042,0.154505401037788,-0.841003086875079
"OLB","Jamie Collins","HITCH",2539311,-0.69028199028201,60,7,6,0,0,0.5,0,-0.219763023885995,0.072273938199781,-0.542792904595796,-0.147489085686214
"LB","Austin Calitro","HITCH",2558925,-0.701352750498252,20,3,3,0,0,0.5,0,0.0683134679336537,-0.421396038943693,-0.348270179488213,-0.353082571010039
"MLB","Adarius Taylor","HITCH",2550565,-0.71545097965433,36,4,4,0,0,3,0,0.232215243244088,-0.887377882152212,-0.0602883407462065,-0.655162638908124
"SS","T.J. McDonald","HITCH",2539309,-0.726310671889075,34,2,2,0,0,1,0,-0.185062416876656,-0.497587450606182,-0.0436608044062367,-0.682649867482838
"ILB","Brandon Marshall","HITCH",2532898,-0.734341870935597,21,1,1,0,0,1.5,0,-0.395429286256503,-0.62736958078471,0.288456996105616,-1.02279886704121
"OLB","Terrell Suggs","HITCH",2505660,-0.738684729293497,8,1,1,0,0,1,0,-0.151230976427594,0.105781265501722,-0.693235018367625,-0.045449710925872
"CB","Adoree' Jackson","HITCH",2558065,-0.74666140683934,46,11,9,0,0,7.5,0,1.50146366623161,-3.39502059531348,1.14689552224253,-1.89355692908187
"CB","Jalen Mills","HITCH",2555383,-0.756523346345206,33,3,3,0,0,2,0,-0.264251854151528,-0.240629732367797,-0.251641759825881,-0.504881586519325
"CB","Isaiah Oliver","HITCH",2560830,-0.759288495719361,18,3,3,0,0,2.5,0,-0.235849528047557,-0.573718899771435,0.0502799320996311,-0.809568427818992
"CB","Rasul Douglas","HITCH",2558168,-0.760276507301657,33,5,5,0,0,4.5,0,-0.67946899397541,0.264177791468247,-0.344985304794494,-0.415291202507163
"OLB","Emmanuel Lamur","HITCH",2536032,-0.760328361477397,3,1,1,0,0,0,0,-0.118032043849816,-0.243695329019945,-0.398600988607636,-0.361727372869761
"OLB","Telvin Smith","HITCH",2543711,-0.763733102012074,58,6,5,0,0,0,0,-0.760057937080034,-0.335442228634819,0.331767063702779,-1.09550016571485
"DB","Sean Chandler","HITCH",2561017,-0.767206544695333,7,1,1,0,0,1,0,-0.296077543859785,-0.787780795565801,0.316651794730253,-1.08385833942559
"CB","Mike Hughes","HITCH",2560746,-0.770319410677527,9,1,1,0,0,0,0,0.252969034689623,-1.13297979255224,0.10969134718509,-0.880010757862617
"CB","Desmond Trufant","HITCH",2539334,-0.773336658435647,57,6,6,0,0,3.5,0,2.02742474860559,-2.72054988724151,-0.0802115197997268,-0.69312513863592
"CB","Joe Haden","HITCH",496733,-0.783249785834739,58,2,2,0,0,2,0,0.145006569529192,0.212422606673509,-1.14067896203744,0.357429176202701
"CB","Phillip Gaines","HITCH",2543851,-0.788077840187408,21,2,2,0,0,3,0,-0.219259039731337,-0.21180659746232,-0.357012202993751,-0.431065637193657
"CB","Captain Munnerlyn","HITCH",80668,-0.806647868006022,61,3,3,0,0,3,0,-0.480980838470775,-1.28166122500701,0.955994195471763,-1.76264206347779
"MLB","Dont'a Hightower","HITCH",2533057,-0.817493726098315,21,5,5,0,0,2.5,0,0.026206562328962,-1.2081256864626,0.364425398035323,-1.18191912413364
"FS","Vonn Bell","HITCH",2555530,-0.819747285543762,42,4,4,0,0,2,0,0.0372202857880619,-0.827302970265568,-0.0296646010662561,-0.790082684477506
"SS","Andrew Sendejo","HITCH",2525323,-0.832568052151132,10,1,1,0,0,1,0,-0.33771456022493,-0.33291918589908,-0.161934306027122,-0.67063374612401
"DB","Greg Stroman","HITCH",2560886,-0.840697449413482,31,4,4,0,0,4,0,0.147825092909555,-0.364525303474136,-0.623997238848901,-0.216700210564581
"CB","Aqib Talib","HITCH",1302,-0.855890056384798,20,2,2,0,0,1.5,0,-0.309253102666616,0.0543220602134,-0.600959013931582,-0.254931042453216
"SS","Michael Thomas","HITCH",2535687,-0.858802708786132,27,3,2,1,0,1,0,-0.523355135807991,0.0710353361626499,-0.406482909140791,-0.452319799645341
"CB","Josh Jackson","HITCH",2560755,-0.874576274227447,36,5,4,1,0,3,0,0.762965097173951,0.0205759764504325,-1.65811734785183,0.783541073624384
"FS","Harrison Smith","HITCH",2532948,-0.909786834041399,31,1,1,0,0,0.5,0,-0.245063727491205,-0.2392442198734,-0.425478886676794,-0.484307947364605
"OLB","Nick Vigil","HITCH",2555528,-0.910224749968532,41,2,2,0,0,3,0,-0.789644826046629,0.326002660310211,-0.446582584232114,-0.463642165736418
"CB","Jalen Ramsey","HITCH",2555280,-0.941901958035432,46,5,5,0,0,4,0,-0.306326727232773,-0.447066741799625,-0.188508489003034,-0.753393469032398
"LB","Shaun Dion Hamilton","HITCH",2561003,-0.946986005593945,7,1,1,0,0,0,0,0.23439134108449,-1.02349017937463,-0.157887167303805,-0.78909883829014
"SS","Barry Church","HITCH",494259,-0.95474275765324,19,2,2,0,0,0,0,-0.289834691241516,-0.831667412684298,0.166759346272574,-1.12150210392581
"ILB","Blake Martinez","HITCH",2555161,-0.967255864542926,69,6,5,0,0,3.5,0,0.54678261625359,-1.24742965280818,-0.266608827988336,-0.70064703655459
"OLB","Whitney Mercilus","HITCH",2533049,-1.0024219066902,24,2,2,0,0,1.5,0,0.329993795343395,0.098851943437277,-1.43126764547087,0.428845738780672
"CB","Sidney Jones","HITCH",2557958,-1.01367115010886,32,2,2,0,0,0,0,0.0392498045539413,-1.13373705217209,0.0808160975092934,-1.09448724761815
"FS","Adrian Amos","HITCH",2552385,-1.02333040315531,48,4,4,0,0,4,0,-0.156550746909751,-0.51879902225798,-0.347980633987581,-0.675349769167731
"OLB","Vontaze Burfict","HITCH",2533058,-1.04314874973111,23,3,3,0,0,1,0,-0.408752113683413,-0.475555084182867,-0.158841551864833,-0.88430719786628
"CB","Rashard Robinson","HITCH",2555546,-1.06967571349319,4,2,2,0,0,2,0,-0.813166406542157,-0.358589010490176,0.102079703539145,-1.17175541703233
"CB","Kenny Moore II","HITCH",2558976,-1.09643614055602,70,5,4,1,0,5.5,0,0.150371290322115,-0.467373125913809,-0.779434304964325,-0.317001835591694
"ILB","Nick Kwiatkoski","HITCH",2555288,-1.0972786798777,5,2,2,0,0,1,0,0.0579283343418345,-0.62565849008363,-0.529548524135902,-0.567730155741795
"CB","Ken Crawley","HITCH",2556735,-1.10490441033967,18,1,1,0,0,1,0,-0.298862321724787,-0.771235847721321,-0.0348062408935648,-1.07009816944611
"FS","Jaquiski Tartt","HITCH",2552391,-1.12601365283198,10,2,2,0,0,2,0,0.540677470609221,-0.859986186387151,-0.80670493705405,-0.31930871577793
"SS","Josh Jones","HITCH",2558119,-1.1271744052788,33,2,2,0,0,2.5,0,-0.656988117693285,-0.652894281581057,0.182707993995547,-1.30988239927434
"SS","Jamal Adams","HITCH",2557979,-1.13459184478727,51,3,3,0,0,1,0,-0.0606283232263594,-1.66252683570077,0.588563314139861,-1.72315515892713
"S","Isaiah Johnson","HITCH",2556567,-1.15923338637139,11,3,3,0,0,2,0,0.0808407874617418,-0.690077436890335,-0.5499967369428,-0.609236649428593
"CB","Orlando Scandrick","HITCH",2307,-1.16332001798092,46,6,5,1,0,4,0,-0.533401252438748,-0.824147371243994,0.194228605701826,-1.35754862368274
"MLB","Elandon Roberts","HITCH",2556119,-1.18099248755014,16,3,3,0,0,2,0,0.120847950000798,-1.12894503555597,-0.17289540199497,-1.00809708555517
"FS","Marcus Williams","HITCH",2558847,-1.19799594375888,15,3,3,0,0,2,0,0.0242390805252766,-0.780917990493121,-0.441317033791036,-0.756678909967845
"ILB","Demario Davis","HITCH",2533008,-1.20639357065095,53,3,3,0,0,2.5,0,-0.155134373942554,-0.104345756603301,-0.9469134401051,-0.259480130545855
"CB","Tavon Young","HITCH",2555378,-1.22755580465448,30,4,3,1,0,2,0,-0.159988215765988,-0.408705578761367,-0.658862010127122,-0.568693794527355
"CB","Janoris Jenkins","HITCH",2532875,-1.23146260110874,66,6,5,0,0,2,0,-0.91699637854678,0.157262931068964,-0.471729153630922,-0.759733447477816
"CB","Sam Shields","HITCH",1037374,-1.23427044393052,29,5,4,0,0,3,0,-0.739332626425192,1.16190851142647,-1.6568463289318,0.422575885001278
"CB","Corn Elder","HITCH",2558171,-1.26432695548243,6,1,1,0,0,1,0,-0.347367164913088,-1.12169134115561,0.204731550586271,-1.4690585060687
"CB","Daryl Worley","HITCH",2555394,-1.26743411964866,20,6,4,1,0,3,0,-0.851451899171839,-0.156922974244396,-0.259059246232423,-1.00837487341623
"FS","Jermaine Whitehead","HITCH",2552697,-1.26798937195609,12,1,1,0,0,0,0,-0.337441562092542,0.047409407483943,-0.977957217347493,-0.290032154608599
"SS","Eric Reid","HITCH",2540152,-1.36192951632766,18,1,1,0,0,0,0,0.0988448955026804,-1.45507390331431,-0.00570050851603443,-1.35622900781163
"CB","James Bradberry","HITCH",2555175,-1.41260815416145,59,7,6,1,0,5,0,1.43872809000151,-1.41089515951346,-1.4404410846495,0.02783293048805
"CB","Darius Slay","HITCH",2540288,-1.43945111220756,45,8,6,1,1,2.5,0,0.938500066700769,-4.68894176678365,2.31099058787532,-3.75044170008288
"FS","Ha Ha Clinton-Dix","HITCH",2543470,-1.44475053070458,40,2,2,0,0,1,0,0.949004307995329,-2.12612472000214,-0.267630118697768,-1.17712041200681
"CB","Terrance Mitchell","HITCH",2543637,-1.47654084934886,23,4,4,0,0,4,0,-0.530417718242166,0.456425663524278,-1.40254879463097,-0.0739920547178881
"OLB","De'Vondre Campbell","HITCH",2555255,-1.4906020840121,53,3,3,0,0,0.5,0,0.483308947525711,-1.31118774265387,-0.662723288883945,-0.827878795128159
"OLB","Shaq Thompson","HITCH",2552447,-1.49983260117228,28,3,3,0,0,3.5,0,0.801559407115935,-0.433579269340884,-1.86781273894733,0.367980137775051
"FS","Will Parks","HITCH",2556278,-1.50498381371933,18,2,2,0,0,1,0,-0.478217665191167,-0.87291087961763,-0.153855268910533,-1.3511285448088
"FS","Eric Murray","HITCH",2555173,-1.51096838353109,24,2,2,0,0,2,0,0.294757711285651,-1.80305555314591,-0.0026705416708318,-1.50829784186026
"CB","Nick Nelson","HITCH",2560819,-1.51632388652076,18,1,1,0,0,0,0,-0.075365692101121,-1.44095819441964,0,-1.51632388652076
"FS","Jabrill Peppers","HITCH",2557980,-1.56185015173883,32,5,4,0,0,3,0,-0.608476026969105,4.05902016160815,-5.01239428637788,3.45054413463905
"CB","Marcus Sherels","HITCH",2508007,-1.59983683401514,1,1,1,0,0,0,0,-0.325645997823005,0.04374325942098,-1.31793409561312,-0.281902738402025
"SS","Malcolm Jenkins","HITCH",79848,-1.61180529663437,95,8,8,0,0,3.5,0,0.365855481559931,-1.06290060474437,-0.914760173449934,-0.697045123184439
"LB","Fred Warner","HITCH",2560917,-1.63218009706618,73,5,4,1,0,3,0,0.0034268169127416,-0.0839335671114809,-1.55167334686744,-0.0805067501987393
"MLB","Hayes Pullard","HITCH",2552313,-1.63894954116962,5,1,1,0,0,1,0,0.0792660316041181,-1.87161678249751,0.153401209723774,-1.79235075089339
"CB","Javien Elliott","HITCH",2556934,-1.64539751850799,31,2,2,0,0,3,0,-0.153598724722975,-0.030513051868885,-1.46128574191613,-0.18411177659186
"CB","Robert Alford","HITCH",2539653,-1.70270104296251,43,5,4,1,0,2,0,0.118804692648433,-1.84209116001811,0.0205854244071639,-1.72328646736968
"CB","Josh Norman","HITCH",2532920,-1.72522983658687,65,5,5,0,0,2.5,0,-0.157828351567273,-1.24269085834478,-0.324710626674813,-1.40051920991205
"CB","Marcus Peters","HITCH",2552488,-1.75051394195422,56,4,4,0,0,5,0,-0.462544092625415,-0.67057386477254,-0.617395984556269,-1.13311795739796
"CB","Denzel Ward","HITCH",2560916,-1.81971993176999,50,9,6,1,0,4,0,-0.376989910687,0.4967985054629,-1.93952852654589,0.1198085947759
"CB","Quinton Dunbar","HITCH",2553796,-1.82727047377823,20,5,4,1,0,1.5,0,0.0622169317572411,-0.324568741586994,-1.56491866394848,-0.262351809829753
"OLB","Myles Jack","HITCH",2555329,-1.83785377963455,54,3,3,0,0,2,0,1.6552361650206,-1.77096734547201,-1.72212259918314,-0.11573118045141
"OLB","Tahir Whitehead","HITCH",2532986,-1.86374873459345,60,4,4,0,0,1.5,0,-0.115020984782618,-1.79344225457533,0.0447145047644944,-1.90846323935795
"SS","Tavon Wilson","HITCH",2534830,-1.8963445895285,13,3,3,0,0,3,0,-1.38557520223652,-0.427459993406615,-0.0833093938853682,-1.81303519564313
"CB","Damarious Randall","HITCH",2552389,-1.92947356344584,31,3,3,0,0,3,0,-1.03126030118223,-1.05828263383343,0.160069371569821,-2.08954293501566
"CB","Chidobe Awuzie","HITCH",2557840,-1.95223120220659,44,9,8,1,0,5.5,0,1.78483883994797,-3.91989978313404,0.18282974097948,-2.13506094318607
"CB","Morris Claiborne","HITCH",2533059,-1.96610607051134,40,5,5,0,0,4,0,-0.670504414774624,-1.44462694886746,0.149025293130744,-2.11513136364208
"CB","Mike Hilton","HITCH",2556559,-1.96990538969627,38,6,5,1,0,4.5,0,0.0634539448715969,-1.28933662038934,-0.744022714178529,-1.22588267551774
"DB","Jordan Whitehead","HITCH",2560930,-2.0240815709614,36,6,6,0,0,5,0,-0.881535867922735,-1.31488537027762,0.172339667238953,-2.19642123820035
"CB","Josh Shaw","HITCH",2552259,-2.08762243495405,6,1,1,0,0,1.5,0,-0.528433777216415,-0.459196108484054,-1.09999254925358,-0.987629885700469
"CB","Patrick Peterson","HITCH",2495504,-2.10538449123751,72,7,5,0,0,3.5,0,-2.8712394177966,0.75152861644337,0.0143263101157201,-2.11971080135323
"SS","Quandre Diggs","HITCH",2552262,-2.12258725419992,32,3,3,0,0,2,0,0.630206136728331,-2.33415232231756,-0.418641068610693,-1.70394618558923
"CB","Trumaine Johnson","HITCH",2532877,-2.27800122028027,27,5,4,0,0,3.5,0,0.0423399174192483,-0.925186695353128,-1.39515444234639,-0.88284677793388
"CB","Tramon Williams","HITCH",2506789,-2.27896152618352,45,4,4,0,0,2.5,0,-0.0787174753941055,-1.6965626513539,-0.503681399435516,-1.77528012674801
"CB","Quincy Wilson","HITCH",2557961,-2.28214467345582,36,7,7,0,0,3.5,0,1.13967760424696,-2.26368249964296,-1.15813977805982,-1.124004895396
"OLB","Jordan Jenkins","HITCH",2555256,-2.37582260396135,8,2,2,0,0,0,0,0.326289025883474,-0.84469852405827,-1.85741310578655,-0.518409498174796
"SS","John Johnson","HITCH",2558183,-2.52396545957188,50,9,9,0,0,8.5,0,-0.211456421567271,-1.28721781167263,-1.02529122633198,-1.4986742332399
"CB","Donte Jackson","HITCH",2560753,-2.69395153804947,51,10,8,2,0,8.5,0,0.409992835978018,-3.32530775670368,0.221363382676193,-2.91531492072566
"DB","Danny Johnson","HITCH",2560764,-2.88978292547122,6,3,3,0,0,2,0,-1.27589543921797,-0.63965907512808,-0.974228411125166,-1.91555451434605
"FS","Reggie Nelson","HITCH",2507167,-3.0348258033868,17,2,2,0,0,1,0,0.0871217264750627,-3.08752004540768,-0.0344274844541823,-3.00039831893262
"SS","Kenny Vaccaro","HITCH",2539320,-3.17605559887482,41,4,4,0,0,2,0,-0.0657273476839144,-3.05023880756589,-0.0600894436250194,-3.1159661552498
"CB","Jason McCourty","HITCH",89756,-3.20129462820665,45,5,4,0,0,2,0,-1.43170180525125,-0.737200502049331,-1.03239232090607,-2.16890230730058
"CB","Kyle Fuller","HITCH",2543681,-3.30125995559922,63,13,11,2,0,8.5,0,-1.8284584246996,-1.29583738074668,-0.176964150152939,-3.12429580544628
"SS","Marqui Christian","HITCH",2556277,-3.46284340630047,32,3,3,0,0,3,0,-0.569925185116918,-0.0348593359764442,-2.85805888520711,-0.604784521093362
"ILB","Denzel Perryman","HITCH",2552310,-3.47395884595227,22,5,5,0,0,3.5,0,-1.049012318001,-3.44434158234276,1.01939505439149,-4.49335390034376
"CB","Malcolm Butler","HITCH",2550613,-3.56299038797379,35,6,6,0,0,6,0,-1.68709050201361,-0.541193869871019,-1.33470601608916,-2.22828437188463
"FS","Jordan Poyer","HITCH",2539290,-3.70691277934382,30,2,2,0,0,0.5,0,-2.27502147581251,-1.01476402125347,-0.417127282277838,-3.28978549706598
"CB","Ahkello Witherspoon","HITCH",2558157,-3.88381505262934,33,7,7,0,0,5,0,-1.25055842581723,-2.51095660713192,-0.122300019680185,-3.76151503294915
"ILB","Zach Cunningham","HITCH",2558094,-3.93620583820032,65,7,7,0,0,7,0,0.163319938398137,-0.316427557092283,-3.78309821950617,-0.153107618694146
"LB","Alec Ogletree","HITCH",2540143,-4.04726522471477,43,3,2,1,0,1.5,0,0.444528540031916,-0.803031103244368,-3.68876266150232,-0.358502563212452
"LB","Raekwon McMillan","HITCH",2558070,-4.13798047852817,34,7,7,0,0,3.5,0,-0.754846076591968,-1.66754035706586,-1.71559404487034,-2.42238643365783
"CB","Torry McTyer","HITCH",2559053,-4.41145838666612,20,3,3,0,0,2,0,-0.604524187813435,-1.90351741171435,-1.90341678713833,-2.50804159952779
"CB","Gareon Conley","HITCH",2558062,-4.69685511788193,28,5,5,0,0,1.5,0,0.335145389105346,-5.03884117934325,0.00684067235597016,-4.7036957902379
"CB","Bene' Benwikere","HITCH",2543855,-4.71075159626052,34,7,6,1,0,3,1,-1.03499750525046,-1.66939569374735,-2.00635839726271,-2.70439319899781
"CB","Shaquill Griffin","HITCH",2558259,-4.76370227657352,47,6,5,1,0,4,0,0.605840285980405,-2.36809107020253,-3.00145149235139,-1.76225078422213
"CB","Jamar Taylor","HITCH",2539932,-4.8611111909468,18,4,4,0,0,1,0,-0.0721728621904767,-4.16952225632963,-0.619416072426689,-4.24169511852011
"S","Jessie Bates","HITCH",2560970,-5.14282613090934,48,3,3,0,0,2,0,-0.171618521529589,-1.68067734219213,-3.29053026718762,-1.85229586372172
"CB","Jaire Alexander","HITCH",2560952,-5.70135272449857,43,4,3,1,0,2,0,-0.00910048327155694,-0.894422390648454,-4.79782985057856,-0.903522873920011
"CB","Tre Flowers","HITCH",2560728,-5.83265606005745,58,12,12,0,0,5.5,0,-2.66530956701169,-3.28201467497657,0.114668181930808,-5.94732424198826
"CB","Bryce Callahan","HITCH",2553500,-6.22205408890873,44,1,1,0,0,1,0,-0.0681773574815185,0.389613355018057,-6.54349008644527,0.321435997536539
"CB","Mike Ford","HITCH",2561527,-6.88026664881381,19,4,4,0,0,2,0,-0.143573911922971,-2.65848438893164,-4.0782083479592,-2.80205830085461
"FS","Mike Mitchell","IN",238227,5.32374925921469,3,1,1,0,0,2,1,0.13748630638745,0.22329306746323,4.96296988536401,0.36077937385068
"CB","Bobby McCain","IN",2552434,3.51193854792516,24,2,1,0,1,1,0,1.78839632768753,1.94296295059189,-0.219420730354265,3.73135927827942
"CB","Darius Slay","IN",2540288,3.17485131119281,13,1,0,0,0,0,0,-0.437118869158947,3.61197018035176,0,3.17485131119281
"FS","Harrison Smith","IN",2532948,3.10534963630211,20,1,0,0,0,0,0,-0.264936914077052,3.37028655037916,0,3.10534963630211
"CB","Kyle Fuller","IN",2543681,2.83936004182376,29,4,2,0,1,2,0,0.717587069495681,1.99661346679441,0.125159505533671,2.71420053629009
"OLB","Neville Hewitt","IN",2553657,2.75767170161345,6,1,0,0,0,0,0,-0.861196331049517,3.61886803266297,0,2.75767170161345
"FS","D.J. Swearinger","IN",2539943,2.49972788114761,35,2,1,0,1,0,0,-0.207366991437338,2.70709487258495,0,2.49972788114761
"CB","Tavon Young","IN",2555378,2.15908959470672,27,3,2,0,1,1,0,0.22669895640552,1.82776864092798,0.104621997373221,2.0544675973335
"CB","Josh Shaw","IN",2552259,2.04267996324656,3,1,0,0,0,0,0,0.0808537558069689,1.96182620743959,0,2.04267996324656
"CB","Coty Sensabaugh","IN",2532946,1.99001929813583,18,4,1,1,0,0,0,1.60713958090736,0.248956211780057,0.133923505448409,1.85609579268742
"OLB","Reuben Foster","IN",2557837,1.93471367444848,7,1,0,0,0,0,0,0.00921920764257445,2.74844451905208,-0.822950052246175,2.75766372669465
"CB","Justin Coleman","IN",2553637,1.83856682582409,40,2,2,0,0,2,1,-0.248901186765938,-0.203863202478596,2.29133121506862,-0.452764389244534
"CB","Kendall Fuller","IN",2555349,1.77825755223202,25,1,0,0,0,0,0,-0.0528135959003654,1.83107114813239,0,1.77825755223202
"CB","Brandon Carr","IN",4365,1.75574511400057,21,1,0,0,0,0,0,-0.0299111503003395,1.78565626430091,0,1.75574511400057
"CB","Rasul Douglas","IN",2558168,1.62583039711121,12,1,0,0,0,0,0,1.468489333528,0.157341063583208,0,1.62583039711121
"CB","Tre Flowers","IN",2560728,1.53870728703509,21,1,0,1,0,0,0,0.412591884019733,1.12611540301536,0,1.53870728703509
"FS","Curtis Riley","IN",2553822,1.5111429836438,29,1,0,1,0,0,0,2.05607499644704,-0.544932012803238,0,1.5111429836438
"CB","Nick Nelson","IN",2560819,1.3708617376515,11,1,0,0,0,0,0,0.730705641730851,0.64015609592065,0,1.3708617376515
"CB","Johnathan Joseph","IN",2495872,1.36748192472528,22,2,2,0,0,2,0,-0.36512890867936,0.4458568417421,1.28675399166254,0.08072793306274
"SS","Tavon Wilson","IN",2534830,1.20951440438372,6,1,0,0,0,0,0,0.915376979584184,0.294137424799541,0,1.20951440438372
"OLB","T.J. Watt","IN",2558064,1.14772995662257,5,2,0,1,0,0,0,0.264180027911173,0.883549928711392,0,1.14772995662257
"CB","Nickell Robey-Coleman","IN",2540197,1.14024134395061,28,1,1,0,0,0,0,0.230233583242076,0.91000776070853,0,1.14024134395061
