"nflId_def","Pos","Player","G","Pass Snaps","%Zone","route","Zone EPS","Zone EPS Closing","Zone EPS Ball Skills","Zone EPS Tackling","Covers","Accurate TAR","C","INT","PB","T","FF"
2559164,"CB","Michael Davis (LAC)",13,362,0.36,"FLAT",-0.06,0,0,-0.06,14,0,0,0,0,0.5,0
2558857,"FS","Adrian Colbert (SF)",5,160,0.99,"SLANT",-0.06,0,0,-0.06,3,0,0,0,0,1,0
2505660,"OLB","Terrell Suggs (BAL)",16,478,0.89,"ANGLE",-0.06,0.15,-0.08,-0.14,4,1,1,0,0,0,0
2543720,"OLB","Christian Kirksey (CLE)",7,275,0.76,"OUT",-0.06,0.07,-0.13,-0.01,10,1,1,0,0,1,0
2556363,"OLB","Kamu Grugier-Hill (PHI)",16,161,0.77,"HITCH",-0.06,0.37,-0.22,-0.21,13,1,1,0,0,0,0
2557880,"ILB","Josh Harvey-Clemons (WAS)",14,163,0.81,"POST",-0.06,0.29,-0.3,-0.05,10,1,1,0,0,1,0
2555552,"CB","Ryan Smith (TB)",12,261,0.45,"CROSS",-0.07,-0.02,-0.04,0,13,1,1,0,0,1,0
2559053,"CB","Torry McTyer (MIA)",13,212,0.46,"CROSS",-0.07,0.12,-0.18,0,8,1,1,0,0,0,0
2561107,"LB","Corey Thompson (BUF)",3,29,0.82,"HITCH",-0.07,0,-0.14,0.07,2,1,1,0,0,1,0
2558119,"SS","Josh Jones (GB)",11,295,0.79,"POST",-0.07,0.43,-1.24,0.74,19,1,1,0,0,1,0
2552265,"CB","Steven Nelson (KC)",15,659,0.35,"CROSS",-0.07,-0.73,0.43,0.23,24,3,3,0,0,2,0
2555256,"OLB","Jordan Jenkins (NYJ)",16,352,0.76,"FLAT",-0.07,0.06,0.01,-0.14,4,1,1,0,0,0.5,0
2558801,"OLB","Jordan Evans (CIN)",14,246,0.71,"HITCH",-0.07,0.23,-0.36,0.06,33,4,4,0,0,2,0
2543459,"OLB","Anthony Barr (MIN)",12,378,0.78,"HITCH",-0.07,0,0,-0.07,33,0,0,0,0,0,0
2556711,"SS","Jarrod Wilson (JAX)",11,115,0.85,"HITCH",-0.07,-0.07,0,0,4,0,0,0,0,0,0
2532875,"CB","Janoris Jenkins (NYG)",16,602,0.44,"ANGLE",-0.07,0.17,-0.24,0,2,1,1,0,0,0,0
2540152,"SS","Eric Reid (CAR)",13,424,0.9,"SLANT",-0.07,-0.13,-0.69,0.75,13,1,1,0,0,1,0
2556642,"ILB","Patrick Onwuasor (BAL)",16,238,0.81,"SCREEN",-0.07,0,0,-0.07,7,0,0,0,0,0,0
2543637,"CB","Terrance Mitchell (CLE)",8,265,0.49,"IN",-0.07,0.08,-0.11,-0.04,11,1,1,0,0,1,0
2558847,"FS","Marcus Williams (NO)",16,597,0.98,"IN",-0.08,0,0,-0.08,15,0,0,0,0,0,0
2560946,"DB","Isaac Yiadom (DEN)",11,179,0.29,"OUT",-0.08,-0.2,0.59,-0.46,6,2,2,0,0,2,0
2532848,"FS","Tashaun Gipson (JAX)",16,549,0.81,"WHEEL",-0.08,0,0,-0.08,2,0,0,0,0,0,0
2555158,"FS","Kevin Byard (TEN)",16,582,0.87,"OUT",-0.08,-0.07,-0.21,0.2,20,1,1,0,0,0,0
2555169,"ILB","Reggie Ragland (KC)",15,234,0.91,"GO",-0.08,0.1,-0.18,0,11,1,1,0,0,0,0
2533056,"MLB","Luke Kuechly (CAR)",16,546,0.84,"IN",-0.08,0.18,-0.07,-0.18,25,1,1,0,0,1,0
2560755,"CB","Josh Jackson (GB)",16,434,0.4,"SCREEN",-0.08,0.59,-0.16,-0.51,8,2,1,0,1,0,0
2552686,"OLB","Damien Wilson (DAL)",16,125,0.75,"OUT",-0.08,-0.08,0,0,7,0,0,0,0,0,0
2560822,"CB","Parry Nickerson (NYJ)",7,147,0.54,"ANGLE",-0.08,0,0,-0.08,5,0,0,0,0,0,0
2560982,"CB","Tony Brown (GB)",10,167,0.47,"GO",-0.08,-0.07,-0.05,0.03,14,1,1,0,0,0,0
306,"CB","Dominique Rodgers-Cromartie (OAK)",5,67,0.43,"FLAT",-0.08,0.05,-0.13,0,8,1,1,0,0,0,0
2552307,"ILB","Bryce Hager (LA)",8,40,0.77,"SCREEN",-0.08,0,0,-0.08,1,0,0,0,0,1,0
2561527,"CB","Mike Ford (DET)",7,212,0.39,"SLANT",-0.08,0,0,-0.08,8,0,0,0,0,1,0
2539277,"MLB","Manti Te'o (NO)",5,70,0.8,"HITCH",-0.09,-0.05,-0.04,0,3,1,1,0,0,0,0
2556711,"SS","Jarrod Wilson (JAX)",11,115,0.85,"POST",-0.09,0,0,-0.09,6,0,0,0,0,0,0
2558184,"SS","Damontae Kazee (ATL)",16,572,0.97,"GO",-0.09,-0.01,-0.19,0.11,45,1,1,0,0,1,0
2561006,"FS","Marcell Harris (SF)",7,172,0.82,"HITCH",-0.09,-0.22,0.13,0,15,1,1,0,0,0,0
2558159,"FS","Xavier Woods (DAL)",14,513,0.98,"HITCH",-0.09,0.31,-0.14,-0.26,32,5,3,0,2,1.5,0
2552265,"CB","Steven Nelson (KC)",15,659,0.35,"SLANT",-0.09,-0.02,-0.07,0,15,1,1,0,0,0,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,0.74,"IN",-0.09,0,0,-0.09,16,0,0,0,0,0.5,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,0.81,"FLAT",-0.09,0.05,0.7,-0.84,60,3,2,0,0,0.5,0
2556817,"CB","Tony McRae (CIN)",5,61,0.28,"IN",-0.09,0.01,-0.16,0.06,3,1,1,0,0,0.5,0
2556655,"DB","Tyvis Powell (SF)",4,53,0.71,"FLAT",-0.1,0.15,0.12,-0.36,4,1,1,0,0,2,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,0.77,"POST",-0.1,0.22,-0.35,0.04,14,1,1,0,0,0,0
2540162,"CB","Logan Ryan (TEN)",14,498,0.52,"IN",-0.1,0.06,-0.15,0,25,1,1,0,0,0,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,0.75,"OUT",-0.1,0,0,-0.1,13,0,0,0,0,1,0
2495504,"CB","Patrick Peterson (ARI)",16,569,0.47,"FLAT",-0.1,0.74,-0.12,-0.72,16,3,3,0,0,2,0
2555156,"SS","Jayron Kearse (MIN)",13,90,0.49,"SCREEN",-0.1,0.13,-0.87,0.64,2,1,1,0,0,0,0
2532828,"OLB","Lavonte David (TB)",14,522,0.73,"WHEEL",-0.1,0.04,-0.21,0.07,2,1,1,0,0,1,0
2543492,"FS","Lamarcus Joyner (LA)",15,524,0.96,"CROSS",-0.1,-0.09,-0.61,0.6,37,2,2,0,0,1,0
2539932,"CB","Jamar Taylor (ARI/DEN)",11,161,0.45,"SLANT",-0.1,-0.37,0.23,0.05,10,2,1,0,0,0,0
2556480,"SS","Kentrell Brice (GB)",14,361,0.88,"SLANT",-0.1,0.31,0.21,-0.62,16,1,1,0,0,0,0
2557855,"MLB","Jarrad Davis (DET)",16,548,0.89,"IN",-0.1,0.07,-0.17,0,20,1,1,0,0,0,0
2533049,"OLB","Whitney Mercilus (HOU)",16,485,0.74,"SLANT",-0.1,0.02,-0.13,0.02,4,1,1,0,0,0,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,0.92,"CORNER",-0.1,0.03,-0.12,-0.01,6,1,1,0,0,1,0
494289,"CB","Sherrick McManis (CHI)",15,180,0.47,"CROSS",-0.1,-0.1,-0.04,0.03,12,1,1,0,0,1,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,0.77,"CROSS",-0.1,0.12,0.19,-0.41,64,4,4,0,0,1,0
2558925,"LB","Austin Calitro (SEA)",7,129,0.84,"SCREEN",-0.1,-0.2,0.02,0.08,6,1,1,0,0,0,0
2558289,"LB","Tanner Vallejo (CLE)",6,76,0.82,"IN",-0.1,0.08,-0.19,0,3,1,1,0,0,0,0
2559054,"ILB","Nicholas Morrow (OAK)",14,237,0.78,"POST",-0.11,0.04,-0.12,-0.03,8,1,1,0,0,0.5,0
2557840,"CB","Chidobe Awuzie (DAL)",15,519,0.35,"CROSS",-0.11,-0.11,0,0,12,0,0,0,0,0,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,0.79,"POST",-0.11,0,0,-0.11,22,0,0,0,0,1,0
2550654,"CB","K'Waun Williams (SF)",13,351,0.52,"ANGLE",-0.11,-0.33,-0.3,0.52,10,1,1,0,0,1,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,0.34,"GO",-0.11,-0.11,0,0,31,0,0,0,0,0,0
2556374,"SS","Blake Countess (LA)",8,44,0.98,"OUT",-0.11,0,0,-0.11,4,0,0,0,0,0.5,0
2539653,"CB","Robert Alford (ATL)",15,554,0.31,"FLAT",-0.11,0,0,-0.11,7,0,0,0,0,0,0
2550572,"ILB","Christian Jones (DET)",16,315,0.83,"OUT",-0.11,0.05,-0.02,-0.15,13,1,1,0,0,1,0
2552434,"CB","Bobby McCain (MIA)",14,426,0.41,"OUT",-0.11,0.02,-0.11,-0.02,12,1,1,0,0,1,0
2555528,"OLB","Nick Vigil (CIN)",11,406,0.71,"OUT",-0.11,0.31,0.07,-0.49,23,1,1,0,0,0,0
2543823,"CB","E.J. Gaines (CLE)",4,111,0.42,"CORNER",-0.12,0.06,-0.11,-0.07,1,1,1,0,0,1,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,0.75,"FLAT",-0.12,0.16,-0.34,0.06,46,4,4,0,0,2.5,0
2535613,"ILB","L.J. Fort (PIT)",11,198,0.83,"ANGLE",-0.12,-0.06,0,-0.06,6,0,0,0,0,1,0
2559293,"DB","Dymonte Thomas (DEN)",3,31,0.93,"IN",-0.12,0,0,-0.12,1,0,0,0,0,0.5,0
2539277,"MLB","Manti Te'o (NO)",5,70,0.8,"CROSS",-0.12,-0.01,0.15,-0.26,10,1,1,0,0,1,0
2556277,"SS","Marqui Christian (LA)",16,274,0.61,"ANGLE",-0.12,-0.1,-0.37,0.36,9,1,1,0,0,1,0
2552320,"ILB","Ramik Wilson (LA)",11,86,0.7,"FLAT",-0.12,0.2,0,-0.32,7,0,0,0,0,0.5,0
2532877,"CB","Trumaine Johnson (NYJ)",10,379,0.43,"FLAT",-0.12,0.07,-0.09,-0.1,17,1,1,0,0,2,0
2495170,"CB","Davon House (GB)",2,19,0.42,"HITCH",-0.12,-0.06,-0.11,0.05,3,1,1,0,0,0,0
2550842,"SS","Adrian Phillips (LAC)",15,436,0.85,"IN",-0.12,-0.11,0,-0.01,28,0,0,0,0,1,0
2540164,"SS","Tony Jefferson (BAL)",14,531,0.84,"OUT",-0.12,0,-0.25,0.13,20,3,2,0,1,2,0
2543492,"FS","Lamarcus Joyner (LA)",15,524,0.96,"POST",-0.12,0,0,-0.12,44,0,0,0,0,1,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,0.34,"OUT",-0.12,0,0,-0.12,10,0,0,0,0,1,0
2539290,"FS","Jordan Poyer (BUF)",16,546,0.91,"ANGLE",-0.12,0,0,-0.12,10,0,0,0,0,0,0
2495613,"FS","Corey Graham (PHI)",13,439,0.9,"HITCH",-0.12,0,0,-0.12,24,0,0,0,0,1.5,0
2557840,"CB","Chidobe Awuzie (DAL)",15,519,0.35,"FLAT",-0.12,0,0,-0.12,19,0,0,0,0,1,0
2539233,"SS","Shawn Williams (CIN)",16,537,0.88,"CROSS",-0.12,0.24,-0.29,-0.07,52,2,2,0,0,2.5,0
2543814,"MLB","Preston Brown (CIN)",7,191,0.81,"CROSS",-0.13,0,0,-0.13,23,0,0,0,0,1,0
2552289,"OLB","Bud Dupree (PIT)",16,526,0.68,"FLAT",-0.13,0,0,-0.13,8,0,0,0,0,0,0
2560725,"S","Minkah Fitzpatrick (MIA)",16,507,0.53,"HITCH",-0.13,-0.05,-0.23,0.16,40,3,3,0,0,2.5,0
2555161,"ILB","Blake Martinez (GB)",16,580,0.88,"SCREEN",-0.13,0,0,-0.13,10,0,0,0,0,1,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,0.81,"HITCH",-0.13,-0.03,-2.46,2.36,62,4,4,0,0,6,0
2558108,"CB","Nate Hairston (IND)",10,238,0.41,"HITCH",-0.13,0.2,-0.18,-0.14,27,1,1,0,0,1,0
2560774,"LB","Peter Kalambayi (HOU)",4,17,1,"HITCH",-0.13,0.08,0,-0.21,3,1,1,0,0,0.5,0
2535867,"ILB","Julian Stanford (BUF)",5,44,0.82,"ANGLE",-0.13,-0.13,0,0,2,0,0,0,0,0,0
2556587,"CB","Cre'von LeBlanc (DET/PHI)",8,264,0.48,"HITCH",-0.13,-0.04,-0.16,0.07,41,2,2,0,0,2,0
2533057,"MLB","Dont'a Hightower (NE)",15,457,0.84,"CROSS",-0.13,0,0,-0.13,43,0,0,0,0,1,0
2539243,"SS","Bradley McDougald (SEA)",15,503,0.79,"SLANT",-0.13,0.03,-0.21,0.05,11,1,1,0,0,2,0
2555345,"DB","Su'a Cravens (DEN)",5,85,0.62,"HITCH",-0.13,-0.02,-0.15,0.04,6,1,1,0,0,1,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,0.79,"FLAT",-0.13,0.21,0.23,-0.58,42,5,5,0,0,2.5,0
2541832,"SS","Jeff Heath (DAL)",16,580,0.8,"HITCH",-0.13,0.07,-0.55,0.35,34,3,3,0,0,3,0
2541192,"SS","Chris Banjo (NO)",8,37,0.91,"SCREEN",-0.13,0.12,-0.28,0.03,1,1,1,0,0,0,0
2532828,"OLB","Lavonte David (TB)",14,522,0.73,"GO",-0.13,0.19,-0.34,0.02,20,1,1,0,0,1,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,0.86,"SCREEN",-0.13,-0.09,0.05,-0.09,17,1,1,0,0,1,0
2561008,"DB","Ronnie Harrison (JAX)",12,167,0.82,"IN",-0.14,0.38,-0.53,0.02,9,2,2,0,0,1,0
2552684,"MLB","Mark Nzeocha (SF)",8,55,0.72,"FLAT",-0.14,0,0,-0.14,7,0,0,0,0,0,0
2539932,"CB","Jamar Taylor (ARI/DEN)",11,161,0.45,"OUT",-0.14,0.13,-0.27,0,7,1,1,0,0,0,0
2540140,"OLB","Barkevious Mingo (SEA)",15,252,0.8,"CROSS",-0.14,0.03,-0.26,0.09,33,2,2,0,0,1,0
2561006,"FS","Marcell Harris (SF)",7,172,0.82,"ANGLE",-0.14,0,0,-0.14,4,0,0,0,0,0,0
2552434,"CB","Bobby McCain (MIA)",14,426,0.41,"SCREEN",-0.14,0.03,-0.32,0.14,13,2,2,0,0,0.5,0
2561008,"DB","Ronnie Harrison (JAX)",12,167,0.82,"FLAT",-0.14,0.05,0.33,-0.52,20,1,1,0,0,0,0
2558786,"S","Brandon Wilson (CIN)",10,46,0.47,"SCREEN",-0.14,0.25,0.06,-0.45,2,1,1,0,0,0,0
2506352,"OLB","Thomas Davis (CAR)",12,366,0.69,"OUT",-0.14,0.13,-0.23,-0.04,26,2,2,0,0,1,0
80431,"OLB","Clay Matthews (GB)",16,424,0.74,"CROSS",-0.14,0,0,-0.14,7,0,0,0,0,0,0
2552684,"MLB","Mark Nzeocha (SF)",8,55,0.72,"HITCH",-0.14,0.08,-0.22,0,5,1,1,0,0,0,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,0.77,"ANGLE",-0.14,-0.12,-0.06,0.03,25,1,1,0,0,1.5,0
2558174,"S","Rudy Ford (ARI)",4,34,1,"HITCH",-0.14,0.13,0.08,-0.35,4,1,1,0,0,0,0
2556655,"DB","Tyvis Powell (SF)",4,53,0.71,"OUT",-0.15,0,0,-0.15,5,0,0,0,0,0,0
2550164,"CB","T.J. Carrie (CLE)",16,562,0.42,"HITCH",-0.15,-0.51,0.35,0.01,70,6,5,0,1,4.5,0
2543874,"FS","Andre Hal (HOU)",8,181,0.9,"HITCH",-0.15,-0.15,0,0,14,0,0,0,0,0,0
496828,"OLB","Derrick Morgan (TEN)",13,294,0.77,"FLAT",-0.15,0.23,-0.22,-0.16,5,2,2,0,0,1,0
2495251,"CB","Shareece Wright (HOU)",12,349,0.39,"SCREEN",-0.15,0,0,-0.15,10,0,0,0,0,0,0
494259,"SS","Barry Church (JAX)",11,355,0.88,"CORNER",-0.15,0,0,-0.15,5,0,0,0,0,0,0
2555531,"CB","Anthony Brown (DAL)",15,437,0.51,"HITCH",-0.15,0.02,-0.18,0.01,40,2,2,0,0,1,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,0.92,"CROSS",-0.15,-0.01,-0.14,0,6,1,1,0,0,1,0
2543680,"FS","Antone Exum (SF)",12,320,0.88,"GO",-0.15,0,0,-0.15,25,0,0,0,0,1,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,0.34,"OUT",-0.15,-0.25,0.06,0.04,14,2,1,0,1,1,0
2495281,"ILB","Mason Foster (WAS)",16,585,0.86,"POST",-0.15,0.08,-0.1,-0.13,28,1,1,0,0,0,0
2556652,"CB","Lafayette Pitts (BUF)",5,52,0.4,"FLAT",-0.15,0,0,-0.15,5,0,0,0,0,0,0
2543571,"CB","Bashaud Breeland (GB)",7,184,0.45,"HITCH",-0.16,-0.04,-0.42,0.3,20,2,2,0,0,1,0
2560877,"LB","Roquan Smith (CHI)",16,567,0.73,"SLANT",-0.16,0.04,-0.06,-0.14,28,1,1,0,0,1,0
2543637,"CB","Terrance Mitchell (CLE)",8,265,0.49,"OUT",-0.16,-0.05,-0.11,0,10,2,1,0,1,1,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,0.79,"POST",-0.16,0.03,-0.08,-0.11,14,1,1,0,0,0,0
2555378,"CB","Tavon Young (BAL)",15,401,0.5,"SCREEN",-0.16,0.49,-0.27,-0.37,14,2,2,0,0,1,0
2532828,"OLB","Lavonte David (TB)",14,522,0.73,"IN",-0.16,0.62,-1.05,0.27,37,2,2,0,0,0.5,0
2560712,"S","Terrell Edmunds (PIT)",16,590,0.88,"OUT",-0.16,0.02,0.06,-0.24,28,1,1,0,0,1,0
2558097,"ILB","Ukeme Eligwe (NYG)",3,28,0.91,"ANGLE",-0.16,0.08,-0.14,-0.1,5,1,1,0,0,1,0
2560851,"SS","Justin Reid (HOU)",16,548,0.91,"IN",-0.16,-0.92,0.83,-0.07,19,2,1,0,1,0.5,0
2535687,"SS","Michael Thomas (NYG)",16,317,0.72,"SCREEN",-0.16,-0.13,-0.03,0,7,1,1,0,0,0,0
2495807,"FS","Antoine Bethea (ARI)",16,567,0.84,"CORNER",-0.17,0.1,-0.26,-0.01,25,1,1,0,0,1,0
2558976,"CB","Kenny Moore II (IND)",15,514,0.55,"ANGLE",-0.17,0,0,-0.17,8,0,0,0,0,0.5,0
2495504,"CB","Patrick Peterson (ARI)",16,569,0.47,"GO",-0.17,-0.04,-0.14,0.02,45,1,1,0,0,1,0
2535867,"ILB","Julian Stanford (BUF)",5,44,0.82,"CROSS",-0.17,-0.17,0,0,3,0,0,0,0,0,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,0.75,"ANGLE",-0.17,0,0,-0.17,7,0,0,0,0,0,0
2558184,"SS","Damontae Kazee (ATL)",16,572,0.97,"ANGLE",-0.17,0,0,-0.17,7,0,0,0,0,0,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,0.77,"HITCH",-0.17,-0.01,-0.12,-0.04,36,1,1,0,0,0.5,0
2541162,"CB","A.J. Bouye (JAX)",13,449,0.36,"OUT",-0.17,0.13,-0.05,-0.24,13,1,1,0,0,2,0
2556798,"CB","Kenneth Durden (TEN)",2,4,0.75,"HITCH",-0.17,0.09,-0.03,-0.23,1,1,1,0,0,0,0
2558175,"LB","Nate Gerry (PHI)",9,60,0.86,"CROSS",-0.17,0,0,-0.17,13,0,0,0,0,0.5,0
2552389,"CB","Damarious Randall (CLE)",15,629,0.9,"WHEEL",-0.17,0,0,-0.17,2,0,0,0,0,1,0
2558248,"FS","Chuck Clark (BAL)",13,169,0.81,"IN",-0.17,0.03,-0.21,0.01,9,1,1,0,0,1,0
2555166,"MLB","Joe Schobert (CLE)",13,527,0.8,"SLANT",-0.17,0,0,-0.17,18,0,0,0,0,0,0
2543872,"CB","Nevin Lawson (DET)",15,488,0.39,"CORNER",-0.17,-0.01,-0.16,0,11,1,1,0,0,1,0
2552730,"ILB","Brian Peters (HOU)",5,33,0.81,"HITCH",-0.17,0,0,-0.17,5,0,0,0,0,0.5,0
2560766,"CB","Taron Johnson (BUF)",11,262,0.5,"HITCH",-0.17,0.12,0.01,-0.3,28,1,1,0,0,1,0
2555531,"CB","Anthony Brown (DAL)",15,437,0.51,"OUT",-0.17,0.01,-0.18,0,22,2,1,0,1,0,0
2557887,"ILB","Haason Reddick (ARI)",16,444,0.73,"ANGLE",-0.17,0.1,-0.3,0.03,21,1,1,0,0,1,0
2495251,"CB","Shareece Wright (HOU)",12,349,0.39,"CORNER",-0.17,0,0,-0.17,10,0,0,0,0,1,0
2495504,"CB","Patrick Peterson (ARI)",16,569,0.47,"IN",-0.18,0.11,-0.3,0.02,22,1,1,0,0,1,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,0.77,"SLANT",-0.18,-0.18,0,0,24,0,0,0,0,0,0
2558060,"FS","Malik Hooker (IND)",14,516,0.99,"CORNER",-0.18,-0.18,0,0,24,0,0,0,0,0,0
2539233,"SS","Shawn Williams (CIN)",16,537,0.88,"POST",-0.18,0.24,-0.35,-0.07,31,2,2,0,0,1.5,0
2560952,"CB","Jaire Alexander (GB)",13,435,0.43,"CORNER",-0.18,0.02,-0.14,-0.06,9,1,1,0,0,1,0
2557837,"OLB","Reuben Foster (SF)",6,198,0.8,"CROSS",-0.18,0.05,0.23,-0.46,23,3,3,0,0,2,0
2555539,"CB","Xavien Howard (MIA)",12,430,0.44,"HITCH",-0.18,-0.07,0.09,-0.2,37,3,3,0,0,3,0
2552454,"SS","Landon Collins (NYG)",12,436,0.79,"IN",-0.18,0.03,-0.17,-0.03,23,1,1,0,0,1,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,0.86,"IN",-0.18,-0.2,0,0.02,31,0,0,0,0,1,0
2552490,"ILB","Benardrick McKinney (HOU)",16,522,0.8,"OUT",-0.18,0.55,-0.73,0,29,2,1,0,1,0,0
2553536,"CB","Troy Hill (LA)",12,235,0.48,"POST",-0.18,0,0,-0.18,5,0,0,0,0,0.5,0
2539311,"OLB","Jamie Collins (CLE)",16,599,0.79,"FLAT",-0.18,-0.26,-0.53,0.61,56,6,6,0,0,1,0
2560928,"LB","Kyzir White (LAC)",2,42,0.74,"FLAT",-0.18,0,0,-0.18,6,0,0,0,0,0,0
2507817,"SS","Rafael Bush (BUF)",14,250,0.54,"CROSS",-0.18,0.04,-0.33,0.1,21,1,1,0,0,0,0
2555505,"OLB","Matt Judon (BAL)",16,434,0.76,"FLAT",-0.18,0.1,-0.34,0.05,18,1,1,0,0,0,0
2555277,"CB","Eli Apple (NO/NYG)",15,552,0.4,"SCREEN",-0.18,0.16,-0.08,-0.27,21,1,1,0,0,1,0
2560760,"SS","Derwin James (LAC)",15,568,0.72,"POST",-0.18,-0.04,-0.37,0.23,27,1,1,0,0,1,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,0.75,"POST",-0.19,0.05,-0.27,0.03,5,1,1,0,0,0,0
2532928,"SS","Eddie Pleasant (GB)",5,56,0.87,"SLANT",-0.19,-0.19,0,0,3,0,0,0,0,0,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,0.48,"SCREEN",-0.19,0.59,0.18,-0.96,19,3,3,0,0,0.5,0
2557927,"CB","Desmond King (LAC)",15,473,0.61,"FLAT",-0.19,0.12,-0.24,-0.07,42,4,4,0,0,3,0
2556443,"SS","Sharrod Neasman (ATL)",11,253,0.78,"CROSS",-0.19,0,0,-0.19,17,0,0,0,0,1,0
2556278,"FS","Will Parks (DEN)",15,327,0.72,"FLAT",-0.19,0,0,-0.19,17,0,0,0,0,1.5,0
2532828,"OLB","Lavonte David (TB)",14,522,0.73,"HITCH",-0.19,0.02,-0.42,0.2,52,5,5,0,0,4.5,0
2495493,"DE","Justin Houston (KC)",11,390,0.79,"HITCH",-0.19,0,0,-0.19,9,0,0,0,0,1,0
2560970,"S","Jessie Bates (CIN)",16,630,0.96,"SLANT",-0.19,0,0,-0.19,20,0,0,0,0,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,0.77,"ANGLE",-0.19,-0.58,1.17,-0.78,37,4,3,0,0,2.5,0
2555546,"CB","Rashard Robinson (NYJ)",4,49,0.42,"SCREEN",-0.19,0.03,-0.18,-0.04,1,1,1,0,0,0,0
2560827,"LB","Dorian O'Daniel (KC)",13,237,0.76,"ANGLE",-0.19,0,0,-0.19,14,0,0,0,0,0,0
2495807,"FS","Antoine Bethea (ARI)",16,567,0.84,"GO",-0.2,-0.03,-0.6,0.43,46,1,1,0,0,0.5,0
2557887,"ILB","Haason Reddick (ARI)",16,444,0.73,"SLANT",-0.2,-0.2,0,0,10,0,0,0,0,0,0
2557995,"FS","Marcus Maye (NYJ)",6,205,0.96,"ANGLE",-0.2,-0.11,-0.09,0,3,1,1,0,0,0,0
2553500,"CB","Bryce Callahan (CHI)",13,454,0.39,"ANGLE",-0.2,0.05,-0.07,-0.18,1,1,1,0,0,0.5,0
2553456,"CB","Akeem King (SEA)",8,91,0.46,"CROSS",-0.2,0,0,-0.2,2,0,0,0,0,1,0
2558067,"CB","Marlon Humphrey (BAL)",14,469,0.36,"ANGLE",-0.2,-0.16,-0.16,0.12,2,1,1,0,0,1,0
2530491,"ILB","Josh Bynes (ARI)",11,370,0.8,"HITCH",-0.2,0.26,-0.22,-0.24,45,2,2,0,0,1.5,0
2558121,"LB","Elijah Lee (SF)",8,250,0.82,"HITCH",-0.21,0.25,-0.59,0.14,25,3,3,0,0,2.5,0
2558289,"LB","Tanner Vallejo (CLE)",6,76,0.82,"POST",-0.21,0,-0.32,0.12,4,1,1,0,0,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,0.77,"CROSS",-0.21,0.13,0.71,-1.05,51,4,4,0,0,2.5,0
2557855,"MLB","Jarrad Davis (DET)",16,548,0.89,"HITCH",-0.21,-0.05,0.08,-0.24,29,1,1,0,0,2,0
2555160,"ILB","Antonio Morrison (GB)",16,119,0.9,"HITCH",-0.21,0.26,-0.04,-0.43,12,3,3,0,0,1,0
2543869,"OLB","Devon Kennard (DET)",15,479,0.85,"CROSS",-0.21,0.05,-0.59,0.33,13,2,2,0,0,0.5,0
2495251,"CB","Shareece Wright (HOU)",12,349,0.39,"HITCH",-0.21,-0.76,2.53,-1.98,34,7,5,0,1,4,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,0.75,"IN",-0.21,0,0,-0.21,17,0,0,0,0,0,0
2543459,"OLB","Anthony Barr (MIN)",12,378,0.78,"OUT",-0.21,0,0,-0.21,19,0,0,0,0,0,0
2558065,"CB","Adoree' Jackson (TEN)",16,537,0.45,"GO",-0.21,1.21,-1.42,0,50,1,0,0,1,0,0
2539978,"ILB","Jon Bostic (PIT)",15,280,0.71,"HITCH",-0.21,0,0,-0.21,25,0,0,0,0,1,0
2553655,"FS","Anthony Harris (MIN)",11,299,0.92,"CORNER",-0.22,0.06,-0.29,0.02,8,1,1,0,0,0,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,0.74,"HITCH",-0.22,0.27,-0.55,0.07,61,3,3,0,0,2.5,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,0.34,"IN",-0.22,-0.18,-0.07,0.04,13,1,1,0,0,1,0
2560728,"CB","Tre Flowers (SEA)",14,514,0.41,"SLANT",-0.22,-0.06,-0.15,0,11,1,1,0,0,0,0
