"nflId_def","Pos","Player","G","Pass Snaps","route","%Man","EPS","Man EPS","Zone EPS","Covers","Accurate TAR","C","INT","PB","T","FF"
2558923,"LB","Riley Bullough (TB)",4,42,"FLAT",0.1,-0.1,-0.1,0,2,0,0,0,0,0,0
494287,"FS","Devin McCourty (NE)",16,625,"IN",0.16,-0.1,0.83,-0.93,40,3,2,0,1,2,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,"CORNER",0.08,-0.1,0,-0.1,6,1,1,0,0,1,0
2552320,"ILB","Ramik Wilson (LA)",11,86,"POST",0.3,-0.1,-0.1,0,3,0,0,0,0,0,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,"IN",0.67,-0.1,-0.07,-0.03,57,1,1,0,0,1,0
2558133,"FS","Montae Nicholson (WAS)",10,306,"IN",0.08,-0.1,-0.1,0,2,0,0,0,0,0,0
2558925,"LB","Austin Calitro (SEA)",7,129,"SCREEN",0.16,-0.1,0,-0.1,6,1,1,0,0,0,0
80431,"OLB","Clay Matthews (GB)",16,424,"SLANT",0.26,-0.1,-0.1,0,1,0,0,0,0,0,0
2539311,"OLB","Jamie Collins (CLE)",16,599,"CORNER",0.21,-0.1,-0.1,0,2,0,0,0,0,0,0
2556711,"SS","Jarrod Wilson (JAX)",11,115,"IN",0.15,-0.1,-0.1,0,1,0,0,0,0,0,0
2558289,"LB","Tanner Vallejo (CLE)",6,76,"IN",0.18,-0.1,0,-0.1,3,1,1,0,0,0,0
2555171,"ILB","Tyler Matakevich (PIT)",3,29,"OUT",0.25,-0.11,-0.11,0,1,0,0,0,0,0,0
2560886,"DB","Greg Stroman (WAS)",12,261,"CORNER",0.53,-0.11,-0.11,0,2,0,0,0,0,0,0
2508080,"FS","Earl Thomas (SEA)",3,100,"OUT",0.05,-0.11,-0.11,0,1,0,0,0,0,0,0
2558830,"OLB","Samson Ebukam (LA)",16,382,"HITCH",0.3,-0.11,-0.11,0,1,0,0,0,0,0,0
2539277,"MLB","Manti Te'o (NO)",5,70,"CROSS",0.2,-0.11,0.01,-0.12,11,1,1,0,0,1,0
79901,"CB","Vontae Davis (BUF)",1,16,"HITCH",0.62,-0.11,-0.11,0,1,0,0,0,0,0,0
2558849,"CB","Cameron Sutton (PIT)",10,175,"OUT",0.61,-0.11,-0.25,0.15,20,4,4,0,0,5,0
2555310,"MLB","Jaylon Smith (DAL)",16,562,"CORNER",0.18,-0.11,-0.11,0,1,0,0,0,0,0,0
2541431,"FS","Kemal Ishmael (ATL)",8,24,"HITCH",0.21,-0.11,-0.11,0,1,0,0,0,0,0,0
2495807,"FS","Antoine Bethea (ARI)",16,567,"CORNER",0.16,-0.11,0.06,-0.17,32,1,1,0,0,1,0
2550654,"CB","K'Waun Williams (SF)",13,351,"ANGLE",0.48,-0.11,0,-0.11,10,1,1,0,0,1,0
2558182,"SS","Rayshawn Jenkins (LAC)",8,73,"ANGLE",0.23,-0.11,-0.11,0,1,0,0,0,0,0,0
2552568,"CB","Byron Jones (DAL)",16,594,"POST",0.71,-0.11,-0.11,0,27,0,0,0,0,0,0
2499278,"OLB","Malcolm Smith (SF)",12,179,"CORNER",0.23,-0.11,-0.11,0,1,0,0,0,0,0,0
2561155,"ILB","Zaire Franklin (IND)",11,90,"CORNER",0.15,-0.11,-0.11,0,1,0,0,0,0,0,0
2495613,"FS","Corey Graham (PHI)",13,439,"CORNER",0.1,-0.11,0.33,-0.44,23,3,3,0,0,2,0
2558248,"FS","Chuck Clark (BAL)",13,169,"CROSS",0.19,-0.11,-0.11,0,3,0,0,0,0,0,0
2560963,"CB","Anthony Averett (BAL)",5,45,"POST",0.64,-0.11,-0.11,0,4,0,0,0,0,0,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,"HITCH",0.23,-0.11,0.06,-0.17,45,4,4,0,0,1.5,0
2560764,"DB","Danny Johnson (WAS)",6,47,"IN",0.48,-0.11,-0.11,0,3,2,2,0,0,1,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,"SCREEN",0.39,-0.11,-0.11,0,1,0,0,0,0,0,0
2556374,"SS","Blake Countess (LA)",8,44,"OUT",0.02,-0.11,0,-0.11,4,0,0,0,0,0.5,0
2555177,"CB","Mackensie Alexander (MIN)",15,333,"IN",0.54,-0.11,-1.02,0.91,32,3,1,0,1,0,0
2561383,"LB","Ben Niemann (KC)",6,23,"OUT",0.18,-0.11,-0.11,0,1,0,0,0,0,0,0
2556587,"CB","Cre'von LeBlanc (DET/PHI)",8,264,"IN",0.52,-0.11,-0.11,0,4,1,1,0,0,1,0
2560758,"LB","Leon Jacobs (JAX)",12,53,"POST",0.5,-0.11,-0.11,0,1,0,0,0,0,0,0
2556614,"LB","Cassanova McKinzy (WAS)",3,25,"HITCH",0.33,-0.11,-0.11,0,1,0,0,0,0,0,0
2560827,"LB","Dorian O'Daniel (KC)",13,237,"GO",0.24,-0.11,-0.11,0,3,0,0,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,"HITCH",0.25,-0.11,-0.11,0,6,0,0,0,0,0,0
2552320,"ILB","Ramik Wilson (LA)",11,86,"SLANT",0.3,-0.11,-0.11,0,2,0,0,0,0,0,0
2530491,"ILB","Josh Bynes (ARI)",11,370,"SLANT",0.2,-0.11,-0.11,0,3,0,0,0,0,0,0
2555551,"CB","LeShaun Sims (TEN)",12,120,"CROSS",0.51,-0.11,-0.11,0,3,1,1,0,0,1,0
2539982,"OLB","A.J. Klein (NO)",16,381,"POST",0.2,-0.11,-0.11,0,6,0,0,0,0,0,0
2552730,"ILB","Brian Peters (HOU)",5,33,"HITCH",0.19,-0.12,0.06,-0.17,6,0,0,0,0,0.5,0
2560913,"DB","Tracy Walker (DET)",14,194,"SLANT",0.06,-0.12,-0.12,0,1,0,0,0,0,0,0
2535613,"ILB","L.J. Fort (PIT)",11,198,"POST",0.17,-0.12,-0.12,0,3,0,0,0,0,0,0
2535613,"ILB","L.J. Fort (PIT)",11,198,"ANGLE",0.17,-0.12,0,-0.12,6,0,0,0,0,1,0
2559293,"DB","Dymonte Thomas (DEN)",3,31,"IN",0.07,-0.12,0,-0.12,1,0,0,0,0,0.5,0
2556394,"CB","Chris Milton (IND)",3,38,"CORNER",0.69,-0.12,-0.12,0,1,0,0,0,0,0,0
2558097,"ILB","Ukeme Eligwe (NYG)",3,28,"OUT",0.09,-0.12,-0.12,0,1,0,0,0,0,0,0
2552301,"DE","Vic Beasley (ATL)",16,450,"HITCH",0.22,-0.12,-0.12,0,1,0,0,0,0,0,0
2495170,"CB","Davon House (GB)",2,19,"HITCH",0.58,-0.12,0,-0.12,5,1,1,0,0,0,0
2559293,"DB","Dymonte Thomas (DEN)",3,31,"HITCH",0.07,-0.12,-0.12,0,1,0,0,0,0,0,0
2539982,"OLB","A.J. Klein (NO)",16,381,"OUT",0.2,-0.12,-0.12,0,4,0,0,0,0,0,0
2541539,"ILB","Daren Bates (TEN)",8,32,"HITCH",0.22,-0.12,-0.12,0,1,0,0,0,0,0,0
2555381,"FS","DeAndre Houston-Carson (CHI)",8,36,"POST",0.18,-0.12,-0.12,0,2,0,0,0,0,0,0
2553456,"CB","Akeem King (SEA)",8,91,"CROSS",0.54,-0.12,0.08,-0.2,3,0,0,0,0,1,0
2543492,"FS","Lamarcus Joyner (LA)",15,524,"POST",0.04,-0.12,0,-0.12,44,0,0,0,0,1,0
2560755,"CB","Josh Jackson (GB)",16,434,"WHEEL",0.6,-0.12,-0.12,0,1,0,0,0,0,0,0
306,"CB","Dominique Rodgers-Cromartie (OAK)",5,67,"OUT",0.57,-0.12,-0.12,0,2,0,0,0,0,0,0
2558064,"OLB","T.J. Watt (PIT)",16,541,"CORNER",0.31,-0.12,-0.12,0,1,0,0,0,0,0,0
2555505,"OLB","Matt Judon (BAL)",16,434,"GO",0.24,-0.12,-0.12,0,1,0,0,0,0,0,0
2556775,"ILB","Terrance Smith (KC)",6,117,"WHEEL",0.23,-0.12,-0.12,0,1,0,0,0,0,0,0
2539290,"FS","Jordan Poyer (BUF)",16,546,"ANGLE",0.09,-0.12,0,-0.12,10,0,0,0,0,0,0
2560712,"S","Terrell Edmunds (PIT)",16,590,"SLANT",0.12,-0.12,-0.12,0,3,0,0,0,0,0,0
71251,"SS","Patrick Chung (NE)",15,561,"WHEEL",0.46,-0.12,-0.12,0,3,0,0,0,0,0,0
2553655,"FS","Anthony Harris (MIN)",11,299,"CORNER",0.08,-0.12,0.09,-0.22,11,1,1,0,0,0,0
2540291,"CB","Kayvon Webster (HOU)",2,6,"CORNER",0.67,-0.13,-0.13,0,1,0,0,0,0,0,0
2560826,"LB","Uchenna Nwosu (LAC)",15,176,"HITCH",0.31,-0.13,-0.13,0,1,0,0,0,0,0,0
2555542,"FS","Jordan Lucas (KC)",7,167,"WHEEL",0.22,-0.13,-0.13,0,1,0,0,0,0,0,0
2550767,"CB","C.J. Goodwin (DAL)",1,2,"HITCH",1,-0.13,-0.13,0,1,0,0,0,0,0,0
2555161,"ILB","Blake Martinez (GB)",16,580,"SCREEN",0.12,-0.13,0,-0.13,10,0,0,0,0,1,0
2556429,"SS","Matthias Farley (IND)",5,101,"CROSS",0.07,-0.13,-0.13,0,2,1,1,0,0,0.5,0
2556371,"CB","Brandon Williams (ARI)",2,43,"GO",0.58,-0.13,-0.13,0,3,0,0,0,0,0,0
2557972,"MLB","Marquel Lee (OAK)",16,171,"SCREEN",0.16,-0.13,-0.13,0,1,1,1,0,0,0,0
2560774,"LB","Peter Kalambayi (HOU)",4,17,"HITCH",0,-0.13,0,-0.13,3,1,1,0,0,0.5,0
2555344,"CB","Artie Burns (PIT)",8,181,"IN",0.64,-0.13,-0.13,0,9,1,1,0,0,1,0
2555288,"ILB","Nick Kwiatkoski (CHI)",9,75,"CORNER",0.25,-0.13,-0.13,0,1,0,0,0,0,0,0
2535867,"ILB","Julian Stanford (BUF)",5,44,"ANGLE",0.18,-0.13,0,-0.13,2,0,0,0,0,0,0
2556537,"LB","Reggie Gilbert (GB)",16,264,"GO",0.2,-0.13,-0.13,0,1,0,0,0,0,0,0
2561366,"LB","Frankie Luvu (NYJ)",14,275,"GO",0.26,-0.13,-0.13,0,1,0,0,0,0,0,0
80431,"OLB","Clay Matthews (GB)",16,424,"OUT",0.26,-0.13,-0.13,0,2,0,0,0,0,0,0
2558062,"CB","Gareon Conley (OAK)",14,346,"SCREEN",0.68,-0.13,0.23,-0.36,11,1,1,0,0,0,0
2556148,"OLB","Jatavis Brown (LAC)",14,380,"GO",0.2,-0.13,-0.13,0,5,0,0,0,0,0,0
2543741,"FS","Jimmie Ward (SF)",8,237,"SLANT",0.37,-0.13,-0.13,0,8,1,1,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,"POST",0.25,-0.13,-0.13,0,2,0,0,0,0,0,0
2495339,"SS","Da'Norris Searcy (CAR)",2,37,"SLANT",0.08,-0.13,-0.13,0,1,0,0,0,0,0,0
2558189,"DB","Obi Melifonwu (NE)",2,15,"IN",0.73,-0.13,-0.13,0,1,0,0,0,0,0,0
2561366,"LB","Frankie Luvu (NYJ)",14,275,"HITCH",0.26,-0.13,-0.13,0,2,0,0,0,0,0,0
2560917,"LB","Fred Warner (SF)",15,549,"CORNER",0.18,-0.13,-0.13,0,1,0,0,0,0,0,0
2495775,"FS","Eric Weddle (BAL)",16,630,"OUT",0.05,-0.13,0.42,-0.55,16,2,1,0,0,1,0
2541192,"SS","Chris Banjo (NO)",8,37,"SCREEN",0.09,-0.13,0,-0.13,1,1,1,0,0,0,0
2555522,"ILB","B.J. Goodson (NYG)",15,232,"CORNER",0.19,-0.13,-0.13,0,2,0,0,0,0,0,0
2532890,"OLB","Mychal Kendricks (SEA)",4,97,"GO",0.25,-0.13,-0.13,0,1,0,0,0,0,0,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,"SCREEN",0.14,-0.13,0,-0.13,17,1,1,0,0,1,0
2507843,"OLB","Vincent Rey (CIN)",8,74,"CORNER",0.32,-0.13,-0.13,0,1,0,0,0,0,0,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,"WHEEL",0.14,-0.13,-0.13,0,1,0,0,0,0,0,0
2561008,"DB","Ronnie Harrison (JAX)",12,167,"IN",0.18,-0.14,0,-0.14,9,2,2,0,0,1,0
494261,"SS","Kurt Coleman (NO)",16,194,"CROSS",0.16,-0.14,-0.14,0,2,0,0,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,"CORNER",0.25,-0.14,-0.14,0,3,0,0,0,0,0,0
2553817,"SS","Corey Moore (IND)",6,28,"OUT",0.15,-0.14,-0.14,0,1,0,0,0,0,0,0
2561001,"CB","Grant Haley (NYG)",10,264,"CORNER",0.57,-0.14,-0.14,0,8,1,0,0,1,0,0
2543501,"CB","Aaron Colvin (HOU)",8,220,"CORNER",0.52,-0.14,-0.14,0,1,0,0,0,0,0,0
2561006,"FS","Marcell Harris (SF)",7,172,"ANGLE",0.18,-0.14,0,-0.14,4,0,0,0,0,0,0
2558821,"CB","Jamal Agnew (DET)",5,73,"HITCH",0.65,-0.14,-0.14,0,2,1,1,0,0,0,0
2552261,"CB","Kevin Johnson (HOU)",1,41,"GO",0.39,-0.14,-0.14,0,4,0,0,0,0,0,0
2558786,"S","Brandon Wilson (CIN)",10,46,"SCREEN",0.53,-0.14,0,-0.14,2,1,1,0,0,0,0
2556817,"CB","Tony McRae (CIN)",5,61,"OUT",0.72,-0.14,-0.27,0.13,4,1,1,0,0,1,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,"FLAT",0.39,-0.14,-0.14,0,1,0,0,0,0,0,0
496739,"SS","Reshad Jones (MIA)",14,417,"CROSS",0.09,-0.14,-0.14,0,2,0,0,0,0,0,0
2543811,"CB","Pierre Desir (IND)",15,528,"GO",0.66,-0.14,1.17,-1.31,143,4,2,0,1,1,0
2561103,"WR","Tremon Smith (KC)",5,36,"HITCH",0.66,-0.14,-0.14,0,2,0,0,0,0,0,0
2552296,"OLB","Kyle Emanuel (LAC)",13,88,"CROSS",0.16,-0.14,-0.14,0,2,0,0,0,0,0,0
2558174,"S","Rudy Ford (ARI)",4,34,"HITCH",0,-0.14,0,-0.14,4,1,1,0,0,0,0
71251,"SS","Patrick Chung (NE)",15,561,"SLANT",0.46,-0.14,-0.11,-0.04,27,2,2,0,0,1,0
71423,"OLB","Brian Orakpo (TEN)",13,332,"POST",0.18,-0.14,-0.14,0,1,0,0,0,0,0,0
2532948,"FS","Harrison Smith (MIN)",15,495,"POST",0.12,-0.15,-1.48,1.33,43,3,2,0,1,0.5,0
2555342,"SS","Karl Joseph (OAK)",12,239,"IN",0.15,-0.15,-0.15,0,2,0,0,0,0,0,0
2556571,"CB","Jonathan Jones (NE)",16,353,"POST",0.48,-0.15,-2.8,2.66,35,2,1,1,0,0,0
2561278,"CB","Tavierre Thomas (CLE)",1,8,"HITCH",0.5,-0.15,0.32,-0.47,2,2,2,0,0,1,0
2495252,"OLB","K.J. Wright (SEA)",5,132,"POST",0.22,-0.15,-0.15,0,2,0,0,0,0,0,0
2560946,"DB","Isaac Yiadom (DEN)",11,179,"SCREEN",0.71,-0.15,-0.15,0,2,0,0,0,0,0,0
2560822,"CB","Parry Nickerson (NYJ)",7,147,"FLAT",0.46,-0.15,0.08,-0.23,17,0,0,0,0,1,0
2556443,"SS","Sharrod Neasman (ATL)",11,253,"CROSS",0.22,-0.15,0.04,-0.19,22,1,1,0,0,2,0
2556711,"SS","Jarrod Wilson (JAX)",11,115,"CROSS",0.15,-0.15,-0.15,0,1,0,0,0,0,0,0
2558108,"CB","Nate Hairston (IND)",10,238,"CORNER",0.59,-0.15,0.09,-0.25,11,1,1,0,0,0,0
2555156,"SS","Jayron Kearse (MIN)",13,90,"CORNER",0.51,-0.15,-0.15,0,2,1,1,0,0,1,0
2555166,"MLB","Joe Schobert (CLE)",13,527,"CORNER",0.2,-0.15,-0.15,0,3,0,0,0,0,0,0
2561017,"DB","Sean Chandler (NYG)",11,105,"CORNER",0.36,-0.15,-0.15,0,2,0,0,0,0,0,0
2560750,"LB","Joel Iyiegbuniwe (CHI)",4,20,"GO",0.17,-0.15,-0.15,0,1,0,0,0,0,0,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,"ANGLE",0.64,-0.16,-0.16,0,1,0,0,0,0,0,0
2557924,"OLB","Jalen Reeves-Maybin (DET)",9,63,"CORNER",0.26,-0.16,-0.16,0,2,0,0,0,0,0,0
2561316,"CB","Jalen Davis (MIA)",3,28,"OUT",0.58,-0.16,-0.16,0,3,1,1,0,0,0,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,"CROSS",0.39,-0.16,-0.1,-0.06,10,2,2,0,0,0.5,0
2550605,"CB","Marcus Williams (CHI/TB)",3,21,"IN",0.52,-0.16,-0.16,0,5,1,1,0,0,1,0
2561318,"ILB","Tae Davis (NYG)",11,200,"WHEEL",0.13,-0.16,-0.16,0,2,0,0,0,0,0,0
2561157,"DB","Keion Crossen (NE)",6,33,"HITCH",0.71,-0.16,-0.16,0,2,1,1,0,0,1,0
2550262,"ILB","Joe Thomas (DAL)",6,39,"SLANT",0.19,-0.16,-0.16,0,1,0,0,0,0,0,0
2543769,"ILB","Deone Bucannon (ARI)",10,171,"POST",0.26,-0.16,-0.16,0,2,1,1,0,0,0,0
2555160,"ILB","Antonio Morrison (GB)",16,119,"WHEEL",0.1,-0.16,-0.16,0,1,0,0,0,0,0,0
2543769,"ILB","Deone Bucannon (ARI)",10,171,"OUT",0.26,-0.16,-0.28,0.12,11,1,1,0,0,1,0
496735,"CB","Kareem Jackson (HOU)",16,593,"CROSS",0.37,-0.16,0.2,-0.36,35,4,3,0,1,2,0
2555166,"MLB","Joe Schobert (CLE)",13,527,"SLANT",0.2,-0.16,0.01,-0.17,19,0,0,0,0,0,0
2539338,"CB","B.W. Webb (NYG)",16,576,"IN",0.6,-0.16,-0.16,0,30,5,3,0,1,1,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,"CORNER",0.13,-0.16,-0.16,0,2,0,0,0,0,0,0
2558097,"ILB","Ukeme Eligwe (NYG)",3,28,"ANGLE",0.09,-0.16,0,-0.16,5,1,1,0,0,1,0
2553657,"OLB","Neville Hewitt (NYJ)",8,150,"CORNER",0.32,-0.16,-0.16,0,2,0,0,0,0,0,0
2535687,"SS","Michael Thomas (NYG)",16,317,"SCREEN",0.28,-0.16,0,-0.16,7,1,1,0,0,0,0
2558976,"CB","Kenny Moore II (IND)",15,514,"ANGLE",0.45,-0.17,0,-0.17,8,0,0,0,0,0.5,0
2556652,"CB","Lafayette Pitts (BUF)",5,52,"CORNER",0.6,-0.17,-0.17,0,1,0,0,0,0,0,0
2543738,"OLB","Kareem Martin (NYG)",16,317,"CORNER",0.37,-0.17,-0.17,0,2,0,0,0,0,0,0
2532890,"OLB","Mychal Kendricks (SEA)",4,97,"ANGLE",0.25,-0.17,-0.17,0,1,0,0,0,0,0,0
2506789,"CB","Tramon Williams (GB)",16,589,"CORNER",0.32,-0.17,-0.17,0,5,0,0,0,0,0,0
2558184,"SS","Damontae Kazee (ATL)",16,572,"ANGLE",0.03,-0.17,0,-0.17,7,0,0,0,0,0,0
2532804,"ILB","Zach Brown (WAS)",16,386,"HITCH",0.16,-0.17,0.36,-0.53,54,4,3,0,1,2,0
2532804,"ILB","Zach Brown (WAS)",16,386,"OUT",0.16,-0.17,-0.6,0.43,39,3,2,0,0,1,0
2558108,"CB","Nate Hairston (IND)",10,238,"POST",0.59,-0.17,-0.17,0,13,0,0,0,0,0,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,"CROSS",0.25,-0.17,-0.17,0,2,1,1,0,0,0.5,0
2561149,"ILB","Matthew Adams (IND)",12,82,"SLANT",0.34,-0.17,-0.17,0,1,1,1,0,0,1,0
2556798,"CB","Kenneth Durden (TEN)",2,4,"HITCH",0.25,-0.17,0,-0.17,1,1,1,0,0,0,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,"SLANT",0.13,-0.17,-0.17,0,1,0,0,0,0,0,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"ANGLE",0.21,-0.17,-0.26,0.09,24,3,3,0,0,3,0
2552389,"CB","Damarious Randall (CLE)",15,629,"WHEEL",0.1,-0.17,0,-0.17,2,0,0,0,0,1,0
2550572,"ILB","Christian Jones (DET)",16,315,"FLAT",0.17,-0.17,-0.43,0.26,37,6,5,0,0,5,0
2559087,"CB","Arthur Maulet (IND)",4,61,"CROSS",0.61,-0.17,-0.17,0,1,0,0,0,0,0,0
2540170,"CB","David Amerson (ARI)",6,150,"POST",0.53,-0.17,-0.17,0,8,0,0,0,0,0,0
2556655,"DB","Tyvis Powell (SF)",4,53,"HITCH",0.29,-0.17,-0.17,0,1,0,0,0,0,0,0
2561340,"CB","Tre Herndon (JAX)",4,47,"POST",0.73,-0.17,-0.17,0,2,0,0,0,0,0,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,"IN",0.14,-0.18,-0.18,0,5,0,0,0,0,0,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,"ANGLE",0.26,-0.18,-0.32,0.14,16,1,1,0,0,1,0
2558060,"FS","Malik Hooker (IND)",14,516,"CORNER",0.01,-0.18,0,-0.18,24,0,0,0,0,0,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,"POST",0.21,-0.18,-0.07,-0.11,23,0,0,0,0,1,0
2555299,"CB","Vernon Hargreaves III (TB)",1,39,"CROSS",0.68,-0.18,-0.18,0,1,0,0,0,0,0,0
2558819,"CB","Derrick Jones (NYJ)",1,17,"POST",0.41,-0.18,-0.18,0,1,0,0,0,0,0,0
2558801,"OLB","Jordan Evans (CIN)",14,246,"OUT",0.29,-0.18,-0.18,0,7,1,1,0,0,0,0
2555288,"ILB","Nick Kwiatkoski (CHI)",9,75,"OUT",0.25,-0.18,0.04,-0.22,6,1,1,0,0,1,0
2558830,"OLB","Samson Ebukam (LA)",16,382,"GO",0.3,-0.18,-0.18,0,3,0,0,0,0,0,0
2540143,"LB","Alec Ogletree (NYG)",13,473,"GO",0.18,-0.18,-0.18,0,8,0,0,0,0,0,0
2557972,"MLB","Marquel Lee (OAK)",16,171,"ANGLE",0.16,-0.18,-0.18,0,1,0,0,0,0,0,0
496723,"SS","Eric Berry (KC)",2,50,"GO",0.16,-0.18,-0.18,0,1,0,0,0,0,0,0
2539653,"CB","Robert Alford (ATL)",15,554,"OUT",0.69,-0.18,-0.18,0,28,8,7,0,1,5,0
2560928,"LB","Kyzir White (LAC)",2,42,"FLAT",0.26,-0.18,0,-0.18,6,0,0,0,0,0,0
2555169,"ILB","Reggie Ragland (KC)",15,234,"HITCH",0.09,-0.18,0.11,-0.29,32,0,0,0,0,0,0
2555285,"OLB","Leonard Floyd (CHI)",16,511,"SLANT",0.3,-0.18,-0.18,0,1,0,0,0,0,0,0
80431,"OLB","Clay Matthews (GB)",16,424,"FLAT",0.26,-0.18,0.9,-1.09,7,1,1,0,0,1,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,"WHEEL",0.25,-0.18,-0.18,0,1,1,1,0,0,1,0
2556429,"SS","Matthias Farley (IND)",5,101,"CORNER",0.07,-0.18,-0.18,0,1,0,0,0,0,0,0
2539978,"ILB","Jon Bostic (PIT)",15,280,"CORNER",0.29,-0.18,-0.18,0,3,0,0,0,0,0,0
2560901,"DB","Kevin Toliver (CHI)",10,98,"SLANT",0.56,-0.18,-0.68,0.5,4,2,2,0,0,0,0
2541192,"SS","Chris Banjo (NO)",8,37,"CROSS",0.09,-0.18,-0.18,0,1,0,0,0,0,0,0
2532789,"ILB","Mark Barron (LA)",12,279,"IN",0.26,-0.18,-0.18,0,5,0,0,0,0,0,0
2508004,"DB","Anthony Levine (BAL)",16,227,"ANGLE",0.33,-0.18,-0.18,0,1,0,0,0,0,0,0
2539277,"MLB","Manti Te'o (NO)",5,70,"HITCH",0.2,-0.18,-0.1,-0.09,6,2,2,0,0,0.5,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"POST",0.21,-0.18,-0.02,-0.16,16,1,1,0,0,0,0
494261,"SS","Kurt Coleman (NO)",16,194,"OUT",0.16,-0.19,-0.19,0,2,1,1,0,0,1,0
2535609,"CB","DeShawn Shead (DET)",12,176,"IN",0.67,-0.19,0.07,-0.25,10,1,1,0,0,0,0
2532928,"SS","Eddie Pleasant (GB)",5,56,"SLANT",0.13,-0.19,0,-0.19,3,0,0,0,0,0,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,"SCREEN",0.52,-0.19,0,-0.19,19,3,3,0,0,0.5,0
2560928,"LB","Kyzir White (LAC)",2,42,"SLANT",0.26,-0.19,-0.19,0,1,0,0,0,0,0,0
80431,"OLB","Clay Matthews (GB)",16,424,"IN",0.26,-0.19,-0.19,0,1,0,0,0,0,0,0
2539219,"CB","Blidi Wreh-Wilson (ATL)",3,25,"CROSS",0.42,-0.19,-0.19,0,2,1,1,0,0,1,0
2543637,"CB","Terrance Mitchell (CLE)",8,265,"CORNER",0.51,-0.19,-0.19,0,5,1,0,0,0,0,0
2508080,"FS","Earl Thomas (SEA)",3,100,"CROSS",0.05,-0.19,0.09,-0.28,9,1,1,0,0,0,0
2559053,"CB","Torry McTyer (MIA)",13,212,"IN",0.54,-0.19,-0.19,0,9,0,0,0,0,0,0
496828,"OLB","Derrick Morgan (TEN)",13,294,"FLAT",0.23,-0.19,-0.05,-0.15,6,3,3,0,0,1,0
2553736,"DB","Denzel Rice (CLE)",1,21,"HITCH",0.5,-0.19,-0.19,0,1,0,0,0,0,0,0
2560970,"S","Jessie Bates (CIN)",16,630,"SLANT",0.04,-0.19,0,-0.19,20,0,0,0,0,0,0
2507843,"OLB","Vincent Rey (CIN)",8,74,"IN",0.32,-0.19,-0.2,0,6,1,1,0,0,1,0
2558830,"OLB","Samson Ebukam (LA)",16,382,"SLANT",0.3,-0.19,-0.19,0,1,0,0,0,0,0,0
2543814,"MLB","Preston Brown (CIN)",7,191,"POST",0.19,-0.19,-0.19,0,2,0,0,0,0,0,0
2555546,"CB","Rashard Robinson (NYJ)",4,49,"SCREEN",0.58,-0.19,0,-0.19,1,1,1,0,0,0,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,"HITCH",0.64,-0.19,0.59,-0.79,33,5,5,0,0,6,0
2560827,"LB","Dorian O'Daniel (KC)",13,237,"ANGLE",0.24,-0.19,0,-0.19,14,0,0,0,0,0,0
2555528,"OLB","Nick Vigil (CIN)",11,406,"POST",0.29,-0.19,-0.19,0,6,0,0,0,0,0,0
2560887,"CB","Chandon Sullivan (PHI)",4,47,"CORNER",0.45,-0.19,-0.19,0,1,0,0,0,0,0,0
2557961,"CB","Quincy Wilson (IND)",13,282,"POST",0.56,-0.2,-0.2,0,6,0,0,0,0,1,0
2558853,"CB","Mike Tyson (HOU)",5,103,"POST",0.11,-0.2,-0.2,0,1,0,0,0,0,0,0
2543680,"FS","Antone Exum (SF)",12,320,"HITCH",0.12,-0.2,0.13,-0.33,27,1,1,0,0,0.5,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,"IN",0.26,-0.2,-0.2,0,14,2,2,0,0,1.5,0
2552730,"ILB","Brian Peters (HOU)",5,33,"WHEEL",0.19,-0.2,-0.2,0,1,0,0,0,0,0,0
2557995,"FS","Marcus Maye (NYJ)",6,205,"ANGLE",0.04,-0.2,0,-0.2,3,1,1,0,0,0,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,"GO",0.39,-0.2,-0.2,0,1,0,0,0,0,0,0
2557887,"ILB","Haason Reddick (ARI)",16,444,"POST",0.27,-0.2,-0.2,0,3,0,0,0,0,0,0
